"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0313","GENE0313_HUMAN","P48365","Protein GENE0313",-0.4594,1,0.527526,0,0.2778,4,2,FALSE,FALSE,FALSE
"GENE1590","GENE1590_HUMAN","P81141","Protein GENE1590",-0.0126,0.680169,0.616895,0.2079,0.2098,2,4,FALSE,FALSE,FALSE
"GENE1849","GENE1849_HUMAN","P26845","Protein GENE1849",0.6145,1,0.569429,0.1955,0.2446,2,3,FALSE,TRUE,FALSE
"GENE0284","GENE0284_HUMAN","P48040","Protein GENE0284",0.2926,1,0.743852,0,0.1285,6,3,FALSE,TRUE,FALSE
"GENE2298","GENE2298_HUMAN","P91568","Protein GENE2298",-0.2834,1,0.461158,0.0025,0.3362,4,3,FALSE,FALSE,FALSE
"GENE0514","GENE0514_HUMAN","P25244","Protein GENE0514",-0.172,1,0.362287,0.0045,0.4409,5,6,FALSE,FALSE,FALSE
"GENE0702","GENE0702_HUMAN","P35560","Protein GENE0702",-0.3883,0.351074,0.127789,0.3324,0.8935,2,6,FALSE,FALSE,FALSE
"GENE2310","GENE2310_HUMAN","P33855","Protein GENE2310",-0.6201,1,0.799812,0,0.097,6,6,FALSE,FALSE,FALSE
"GENE2722","GENE2722_HUMAN","P27566","Protein GENE2722",0.4526,0.840186,0.653108,0.0351,0.185,5,5,FALSE,FALSE,FALSE
"GENE0180","GENE0180_HUMAN","P07130","Protein GENE0180",-0.1239,0.959687,0.662407,0,0.1789,6,3,TRUE,FALSE,FALSE
"GENE2632","GENE2632_HUMAN","P15187","Protein GENE2632",0.7591,1,0.332896,0,0.4777,6,2,FALSE,FALSE,FALSE
"GENE1384","GENE1384_HUMAN","P27254","Protein GENE1384",-0.0855,0.096178,0.075228,0.6038,1.1236,2,4,FALSE,FALSE,FALSE
"GENE1524","GENE1524_HUMAN","P65855","Protein GENE1524",-0.1901,1,0.611325,0,0.2137,4,3,FALSE,TRUE,FALSE
"GENE0364","GENE0364_HUMAN","P73730","Protein GENE0364",0.6806,1,0.844736,0,0.0733,2,3,FALSE,FALSE,FALSE
"GENE0981","GENE0981_HUMAN","P48210","Protein GENE0981",-0.0241,1,0.57307,0,0.2418,2,5,FALSE,FALSE,FALSE
"GENE0179","GENE0179_HUMAN","P50683","Protein GENE0179",-0.0067,1,0.538214,0.1562,0.269,5,5,FALSE,FALSE,FALSE
"GENE1635","GENE1635_HUMAN","P10103","Protein GENE1635",0.0681,1,0.441022,0,0.3555,5,4,FALSE,FALSE,FALSE
"GENE0841","GENE0841_HUMAN","P72717","Protein GENE0841",-0.0484,1,0.515081,0.0237,0.2881,4,4,FALSE,FALSE,FALSE
"GENE1952","GENE1952_HUMAN","P36930","Protein GENE1952",0.1303,0.252324,0.173667,0.1813,0.7603,2,3,FALSE,FALSE,FALSE
"GENE2670","GENE2670_HUMAN","P31643","Protein GENE2670",-0.164,1,0.846141,0.0082,0.0726,6,4,FALSE,FALSE,FALSE
"GENE0247","GENE0247_HUMAN","P04896","Protein GENE0247",0.2073,1,0.366919,0,0.4354,6,3,FALSE,FALSE,FALSE
"GENE2775","GENE2775_HUMAN","P20128","Protein GENE2775",3.2356,0.071804,0.0362,0.9103,1.4413,4,3,FALSE,FALSE,TRUE
"GENE0884","GENE0884_HUMAN","P33578","Protein GENE0884",0.1706,1,0.348429,0,0.4579,6,3,FALSE,FALSE,FALSE
"GENE1175","GENE1175_HUMAN","P58125","Protein GENE1175",0.6306,0.422497,0.153256,0.2561,0.8146,5,2,FALSE,FALSE,FALSE
"GENE2267","GENE2267_HUMAN","P70130","Protein GENE2267",0.6547,0.147602,0.11141,0.4808,0.9531,2,6,FALSE,FALSE,FALSE
"GENE1101","GENE1101_HUMAN","P82983","Protein GENE1101",0.4439,1,0.972259,0,0.0122,2,5,FALSE,FALSE,FALSE
"GENE0582","GENE0582_HUMAN","P14129","Protein GENE0582",0.3018,1,0.683005,0,0.1656,2,6,FALSE,FALSE,FALSE
"GENE1252","GENE1252_HUMAN","P28374","Protein GENE1252",3.3345,0.053812,0.034637,1.3651,1.4605,2,2,FALSE,FALSE,TRUE
"GENE2545","GENE2545_HUMAN","P29632","Protein GENE2545",-0.5932,1,0.614765,0,0.2113,3,5,FALSE,FALSE,FALSE
"GENE0337","GENE0337_HUMAN","P43468","Protein GENE0337",-2.2517,0.032631,0.016886,1.2001,1.7725,4,2,FALSE,FALSE,TRUE
"GENE2255","GENE2255_HUMAN","P48138","Protein GENE2255",1.501,0.027079,0.015061,1.1703,1.8222,4,2,FALSE,FALSE,TRUE
"GENE0912","GENE0912_HUMAN","P68263","Protein GENE0912",0.2272,1,0.836787,0,0.0774,5,2,FALSE,TRUE,FALSE
"GENE0248","GENE0248_HUMAN","P27547","Protein GENE0248",-1.0883,0.074092,0.023351,1.1903,1.6317,5,2,FALSE,FALSE,TRUE
"GENE0612","GENE0612_HUMAN","P92658","Protein GENE0612",0.6551,1,0.551459,0,0.2585,3,2,TRUE,FALSE,FALSE
"GENE1234","GENE1234_HUMAN","P97675","Protein GENE1234",-3.3008,0.116441,0.041568,0.737,1.3812,4,4,FALSE,FALSE,TRUE
"GENE2082","GENE2082_HUMAN","P72608","Protein GENE2082",-0.6117,1,0.879101,0,0.056,6,3,FALSE,FALSE,FALSE
"PABPC1","PABPC1_HUMAN","P19014","Protein PABPC1",3.1435,0.046297,0.033511,1.1728,1.4748,4,4,FALSE,FALSE,TRUE
"GENE0598","GENE0598_HUMAN","P95090","Protein GENE0598",0.1751,1,0.592725,0.077,0.2271,2,4,FALSE,FALSE,FALSE
"GENE1810","GENE1810_HUMAN","P60723","Protein GENE1810",-0.0362,0.387778,0.167472,0.5757,0.7761,5,2,FALSE,FALSE,FALSE
"GENE1245","GENE1245_HUMAN","P42131","Protein GENE1245",0.297,0.402225,0.118626,0.3194,0.9258,6,5,FALSE,FALSE,FALSE
"GENE1622","GENE1622_HUMAN","P90531","Protein GENE1622",-0.0053,0.455181,0.271938,0,0.5655,4,6,FALSE,TRUE,FALSE
"GENE0272","GENE0272_HUMAN","P43365","Protein GENE0272",-0.5082,1,0.875522,0,0.0577,3,2,FALSE,FALSE,FALSE
"GENE1181","GENE1181_HUMAN","P00885","Protein GENE1181",0.5044,0.332513,0.143095,0.4675,0.8444,6,6,FALSE,FALSE,FALSE
"GENE0063","GENE0063_HUMAN","P86950","Protein GENE0063",-0.254,0.82228,0.424156,0,0.3725,5,5,FALSE,FALSE,FALSE
"GENE0798","GENE0798_HUMAN","P35652","Protein GENE0798",-0.0408,0.642657,0.176496,0.3446,0.7533,4,6,FALSE,FALSE,FALSE
"GENE0741","GENE0741_HUMAN","P91328","Protein GENE0741",0.0151,0.518851,0.213659,0,0.6703,6,4,FALSE,FALSE,FALSE
"GENE2833","GENE2833_HUMAN","P60063","Protein GENE2833",-0.0588,1,0.997851,0,9e-04,4,3,FALSE,TRUE,FALSE
"GENE2245","GENE2245_HUMAN","P16426","Protein GENE2245",0.2794,1,0.805287,0,0.094,2,6,FALSE,FALSE,FALSE
"GENE1984","GENE1984_HUMAN","P09119","Protein GENE1984",-0.6821,1,0.309499,0,0.5093,2,4,FALSE,TRUE,FALSE
"GENE2137","GENE2137_HUMAN","P01780","Protein GENE2137",-3.427,0.051204,0.021731,1.494,1.6629,6,5,TRUE,FALSE,TRUE
"GENE2748","GENE2748_HUMAN","P16117","Protein GENE2748",-0.5538,0.999529,0.5091,0,0.2932,4,2,FALSE,FALSE,FALSE
"GENE0869","GENE0869_HUMAN","P75984","Protein GENE0869",0.5815,1,0.824909,0,0.0836,2,5,FALSE,FALSE,FALSE
"GENE2504","GENE2504_HUMAN","P42674","Protein GENE2504",0.1255,1,0.94807,0,0.0232,6,6,FALSE,FALSE,FALSE
"GENE2888","GENE2888_HUMAN","P62605","Protein GENE2888",-0.1902,1,0.700155,0,0.1548,6,4,FALSE,TRUE,FALSE
"GENE2855","GENE2855_HUMAN","P49395","Protein GENE2855",-0.075,1,0.381911,0,0.418,3,4,FALSE,FALSE,FALSE
"GENE2445","GENE2445_HUMAN","P83417","Protein GENE2445",2.0141,0.04904,0.024929,1.087,1.6033,3,5,FALSE,FALSE,TRUE
"GENE2641","GENE2641_HUMAN","P35055","Protein GENE2641",-1.0277,1,0.883832,0,0.0536,2,6,FALSE,FALSE,FALSE
"GENE0525","GENE0525_HUMAN","P10480","Protein GENE0525",0.9169,0.185359,0.039954,0.8484,1.3984,2,2,FALSE,FALSE,TRUE
"GENE2118","GENE2118_HUMAN","P81337","Protein GENE2118",-0.2799,0.330036,0.169424,0.3932,0.771,3,2,FALSE,FALSE,FALSE
"GENE0477","GENE0477_HUMAN","P81218","Protein GENE0477",0.0953,1,0.347354,0,0.4592,6,6,FALSE,FALSE,FALSE
"GENE2006","GENE2006_HUMAN","P21965","Protein GENE2006",0.4209,1,0.388385,0,0.4107,4,2,FALSE,FALSE,FALSE
"GENE1950","GENE1950_HUMAN","P93097","Protein GENE1950",0.416,1,0.803146,0,0.0952,3,4,FALSE,FALSE,FALSE
"GENE2528","GENE2528_HUMAN","P15419","Protein GENE2528",0.3288,1,0.690795,0,0.1607,5,4,FALSE,FALSE,FALSE
"GENE0349","GENE0349_HUMAN","P83275","Protein GENE0349",0.1172,0.860251,0.189916,0.3444,0.7214,2,4,FALSE,FALSE,FALSE
"GENE2651","GENE2651_HUMAN","P23985","Protein GENE2651",-0.318,1,0.772168,0,0.1123,3,6,FALSE,FALSE,FALSE
"GENE0285","GENE0285_HUMAN","P64848","Protein GENE0285",-0.9286,1,0.520784,0,0.2833,3,3,FALSE,FALSE,FALSE
"GENE2819","GENE2819_HUMAN","P65777","Protein GENE2819",-0.4043,1,0.654421,0.0326,0.1841,6,5,FALSE,FALSE,FALSE
"GENE1105","GENE1105_HUMAN","P78295","Protein GENE1105",1.142,1,0.899908,0,0.0458,5,2,FALSE,FALSE,FALSE
"GENE2352","GENE2352_HUMAN","P40703","Protein GENE2352",0.6573,1,0.326694,0.2183,0.4859,2,6,FALSE,FALSE,FALSE
"GENE1221","GENE1221_HUMAN","P66560","Protein GENE1221",-0.6198,1,0.330214,0,0.4812,4,6,FALSE,FALSE,FALSE
"GENE2746","GENE2746_HUMAN","P74529","Protein GENE2746",0.2393,0.880132,0.393388,0,0.4052,3,5,FALSE,FALSE,FALSE
"GENE0651","GENE0651_HUMAN","P64942","Protein GENE0651",-0.3081,1,0.970684,0,0.0129,6,3,FALSE,FALSE,FALSE
"GENE0203","GENE0203_HUMAN","P88646","Protein GENE0203",0.0258,0.646185,0.299705,0,0.5233,5,4,FALSE,FALSE,FALSE
"GENE0225","GENE0225_HUMAN","P09159","Protein GENE0225",0.0095,0.93183,0.443894,0,0.3527,5,2,FALSE,FALSE,FALSE
"GENE1042","GENE1042_HUMAN","P34075","Protein GENE1042",-0.0863,1,0.564594,0,0.2483,6,6,FALSE,TRUE,FALSE
"GENE1698","GENE1698_HUMAN","P59621","Protein GENE1698",0.3782,1,0.800653,0,0.0966,6,2,FALSE,FALSE,FALSE
"GENE1654","GENE1654_HUMAN","P35256","Protein GENE1654",0.1599,1,0.920722,0,0.0359,2,3,FALSE,FALSE,FALSE
"GENE0354","GENE0354_HUMAN","P02667","Protein GENE0354",-0.128,1,0.488148,0,0.3114,3,4,FALSE,FALSE,FALSE
"GENE0696","GENE0696_HUMAN","P40840","Protein GENE0696",2.5098,0.007697,0.004975,1.8069,2.3032,5,4,FALSE,TRUE,TRUE
"GENE1933","GENE1933_HUMAN","P44823","Protein GENE1933",-0.058,0.400759,0.101379,0.8593,0.9941,2,4,FALSE,FALSE,FALSE
"GENE0011","GENE0011_HUMAN","P41622","Protein GENE0011",-0.1617,0.361472,0.135611,0.4291,0.8677,3,3,FALSE,FALSE,FALSE
"GENE2454","GENE2454_HUMAN","P04468","Protein GENE2454",0.5481,1,0.550516,0,0.2592,6,6,TRUE,FALSE,FALSE
"GENE2134","GENE2134_HUMAN","P16199","Protein GENE2134",-0.3544,1,0.371806,0,0.4297,3,6,FALSE,FALSE,FALSE
"GENE1757","GENE1757_HUMAN","P22467","Protein GENE1757",0.3824,1,0.322721,0,0.4912,5,5,FALSE,FALSE,FALSE
"GENE1828","GENE1828_HUMAN","P18853","Protein GENE1828",-0.3051,0.721149,0.157549,0.3213,0.8026,2,4,FALSE,FALSE,FALSE
"GENE0839","GENE0839_HUMAN","P61572","Protein GENE0839",0.1877,0.844387,0.26983,0,0.5689,2,2,FALSE,FALSE,FALSE
"GENE2638","GENE2638_HUMAN","P93855","Protein GENE2638",-0.5213,0.087559,0.038595,1.0067,1.4135,4,5,FALSE,FALSE,TRUE
"GENE2776","GENE2776_HUMAN","P72692","Protein GENE2776",-0.1675,0.373543,0.109294,0.3772,0.9614,4,2,FALSE,FALSE,FALSE
"GENE1424","GENE1424_HUMAN","P96328","Protein GENE1424",2.3747,0.192815,0.039044,1.1623,1.4084,4,3,FALSE,FALSE,TRUE
"ZNF598","ZNF598_HUMAN","P74894","Protein ZNF598",2.2147,0.02688,0.011485,1.6111,1.9399,3,5,FALSE,FALSE,TRUE
"GENE1657","GENE1657_HUMAN","P76599","Protein GENE1657",-0.6045,0.831987,0.326121,0.1692,0.4866,2,6,FALSE,FALSE,FALSE
"GENE1789","GENE1789_HUMAN","P29990","Protein GENE1789",0.0508,1,0.217662,0.0173,0.6622,3,3,FALSE,FALSE,FALSE
"GENE0025","GENE0025_HUMAN","P63227","Protein GENE0025",0.0307,0.389919,0.101729,0.3664,0.9926,3,3,TRUE,FALSE,FALSE
"GENE1006","GENE1006_HUMAN","P58072","Protein GENE1006",-0.5727,1,0.533886,0.1202,0.2726,5,2,FALSE,FALSE,FALSE
"GENE0723","GENE0723_HUMAN","P07091","Protein GENE0723",-0.1469,1,0.8853,0,0.0529,4,6,FALSE,FALSE,FALSE
"GENE1250","GENE1250_HUMAN","P87681","Protein GENE1250",0.163,1,0.837737,0,0.0769,5,3,FALSE,FALSE,FALSE
"GENE0753","GENE0753_HUMAN","P40138","Protein GENE0753",0.2649,1,0.750811,0,0.1245,5,6,FALSE,FALSE,FALSE
"GENE2086","GENE2086_HUMAN","P71034","Protein GENE2086",0.1133,1,0.681966,0,0.1662,4,4,FALSE,TRUE,FALSE
"GENE1446","GENE1446_HUMAN","P25145","Protein GENE1446",0.9554,1,0.948554,0,0.0229,6,2,FALSE,FALSE,FALSE
"GENE1906","GENE1906_HUMAN","P00394","Protein GENE1906",-0.5858,0.251328,0.193849,0.4108,0.7125,3,3,TRUE,FALSE,FALSE
"GENE0207","GENE0207_HUMAN","P96205","Protein GENE0207",0.3038,1,0.613245,0,0.2124,6,6,FALSE,FALSE,FALSE
"GENE1395","GENE1395_HUMAN","P12225","Protein GENE1395",0.1904,0.196672,0.128043,0.7439,0.8926,5,3,FALSE,TRUE,FALSE
"GENE0340","GENE0340_HUMAN","P44980","Protein GENE0340",0.9937,1,0.769009,0,0.1141,4,3,FALSE,FALSE,FALSE
"GENE2876","GENE2876_HUMAN","P38582","Protein GENE2876",-0.1602,1,0.812883,0,0.09,3,5,FALSE,FALSE,FALSE
"GENE1001","GENE1001_HUMAN","P89910","Protein GENE1001",0.144,1,0.840181,0,0.0756,5,5,FALSE,FALSE,FALSE
"GENE0768","GENE0768_HUMAN","P30969","Protein GENE0768",-0.0017,1,0.406064,0,0.3914,5,2,FALSE,FALSE,FALSE
"GENE0748","GENE0748_HUMAN","P01990","Protein GENE0748",0.8885,0.245048,0.122357,0.6666,0.9124,4,2,FALSE,FALSE,FALSE
"GENE1331","GENE1331_HUMAN","P53169","Protein GENE1331",-0.0404,1,0.359933,0.3561,0.4438,6,6,FALSE,FALSE,FALSE
"GENE0714","GENE0714_HUMAN","P16450","Protein GENE0714",0.1731,0.668361,0.313783,0,0.5034,6,3,FALSE,FALSE,FALSE
"GENE0402","GENE0402_HUMAN","P04128","Protein GENE0402",0.2827,1,0.567725,0,0.2459,5,2,FALSE,FALSE,FALSE
"GENE0665","GENE0665_HUMAN","P25414","Protein GENE0665",0.2782,1,0.797799,0,0.0981,4,4,FALSE,FALSE,FALSE
"GENE1121","GENE1121_HUMAN","P24297","Protein GENE1121",-0.7299,0.896599,0.18059,0.6945,0.7433,4,5,FALSE,FALSE,FALSE
"GENE0818","GENE0818_HUMAN","P04179","Protein GENE0818",3.8129,0.069536,0.020279,1.4884,1.693,6,4,FALSE,FALSE,TRUE
"GENE0749","GENE0749_HUMAN","P52323","Protein GENE0749",0.0164,1,0.980149,0,0.0087,4,3,FALSE,TRUE,FALSE
"GENE2064","GENE2064_HUMAN","P39299","Protein GENE2064",0.0951,0.270688,0.074187,0.7952,1.1297,5,2,FALSE,TRUE,FALSE
"GENE0517","GENE0517_HUMAN","P35435","Protein GENE0517",2.141,0.094366,0.022848,0.9582,1.6412,5,3,FALSE,FALSE,TRUE
"GENE0628","GENE0628_HUMAN","P97576","Protein GENE0628",0.0186,1,0.369583,0,0.4323,2,6,FALSE,FALSE,FALSE
"GENE2459","GENE2459_HUMAN","P70849","Protein GENE2459",3.347,0.004771,0.001473,2.2047,2.8319,6,3,FALSE,TRUE,TRUE
"GENE0991","GENE0991_HUMAN","P48718","Protein GENE0991",0.1055,1,0.402213,0.3605,0.3955,6,5,FALSE,FALSE,FALSE
"GENE0543","GENE0543_HUMAN","P25148","Protein GENE0543",0.152,0.398475,0.204604,0.1522,0.6891,4,6,FALSE,FALSE,FALSE
"GENE1645","GENE1645_HUMAN","P66518","Protein GENE1645",0.2468,0.643777,0.273755,0,0.5626,6,4,FALSE,FALSE,FALSE
"GENE1536","GENE1536_HUMAN","P17271","Protein GENE1536",-0.2306,1,0.912936,0,0.0396,2,3,FALSE,FALSE,FALSE
"GENE0482","GENE0482_HUMAN","P84256","Protein GENE0482",-0.0422,1,0.858972,0,0.066,5,6,FALSE,FALSE,FALSE
"GENE1888","GENE1888_HUMAN","P52610","Protein GENE1888",0.3887,0.296084,0.263062,0.302,0.5799,3,6,FALSE,FALSE,FALSE
"GENE2031","GENE2031_HUMAN","P74413","Protein GENE2031",0.696,0.522852,0.263271,0.3211,0.5796,2,2,FALSE,FALSE,FALSE
"GENE2708","GENE2708_HUMAN","P45946","Protein GENE2708",0.275,1,0.621537,0,0.2065,5,6,FALSE,TRUE,FALSE
"GENE0193","GENE0193_HUMAN","P85550","Protein GENE0193",0.4047,0.452634,0.140324,0.2513,0.8529,2,6,FALSE,FALSE,FALSE
"GENE1134","GENE1134_HUMAN","P54072","Protein GENE1134",0.3388,0.415998,0.188855,0.4851,0.7239,5,2,FALSE,FALSE,FALSE
"GENE0048","GENE0048_HUMAN","P53934","Protein GENE0048",1.1769,0.366505,0.33662,0.3467,0.4729,4,5,FALSE,TRUE,FALSE
"GENE2009","GENE2009_HUMAN","P47529","Protein GENE2009",0.2019,1,0.849385,0,0.0709,5,3,TRUE,FALSE,FALSE
"GENE2338","GENE2338_HUMAN","P80369","Protein GENE2338",-0.1632,1,0.814914,0,0.0889,6,5,TRUE,FALSE,FALSE
"GENE0001","GENE0001_HUMAN","P59803","Protein GENE0001",-0.3602,0.89926,0.41384,0,0.3832,2,2,FALSE,FALSE,FALSE
"GENE0739","GENE0739_HUMAN","P31842","Protein GENE0739",0.5354,1,0.779955,0,0.1079,5,5,TRUE,FALSE,FALSE
"GENE0606","GENE0606_HUMAN","P46705","Protein GENE0606",0.4997,0.185555,0.116924,0.5524,0.9321,5,3,FALSE,FALSE,FALSE
"GENE2622","GENE2622_HUMAN","P23934","Protein GENE2622",0.4331,1,0.779063,0,0.1084,3,4,FALSE,FALSE,FALSE
"GENE1087","GENE1087_HUMAN","P56070","Protein GENE1087",0.0938,0.656146,0.623377,0.1223,0.2052,2,6,FALSE,FALSE,FALSE
"GENE1579","GENE1579_HUMAN","P36964","Protein GENE1579",0.0899,0.53838,0.465817,0.0549,0.3318,3,5,FALSE,FALSE,FALSE
"GENE2126","GENE2126_HUMAN","P03719","Protein GENE2126",-0.5243,0.457213,0.158946,0.6402,0.7988,6,3,FALSE,FALSE,FALSE
"GENE2440","GENE2440_HUMAN","P28271","Protein GENE2440",0.8825,1,0.927053,0,0.0329,6,3,FALSE,FALSE,FALSE
"GENE0167","GENE0167_HUMAN","P24375","Protein GENE0167",0.3454,1,0.879384,0,0.0558,5,4,FALSE,FALSE,FALSE
"GENE1814","GENE1814_HUMAN","P06477","Protein GENE1814",-0.3877,1,0.798791,0,0.0976,2,6,FALSE,FALSE,FALSE
"GENE0058","GENE0058_HUMAN","P19012","Protein GENE0058",-0.2996,1,0.707784,0,0.1501,3,3,FALSE,FALSE,FALSE
"GENE1869","GENE1869_HUMAN","P22575","Protein GENE1869",-0.0904,0.658727,0.152572,0.1845,0.8165,3,5,FALSE,FALSE,FALSE
"GENE1467","GENE1467_HUMAN","P81789","Protein GENE1467",-0.8515,0.429059,0.110026,0.3075,0.9585,3,2,FALSE,FALSE,FALSE
"GENE1940","GENE1940_HUMAN","P32669","Protein GENE1940",-4.2511,0.176219,0.04236,1.2295,1.373,5,4,FALSE,FALSE,TRUE
"GENE1989","GENE1989_HUMAN","P78024","Protein GENE1989",0.1738,1,0.546085,0.2138,0.2627,5,6,FALSE,FALSE,FALSE
"GENE2772","GENE2772_HUMAN","P78400","Protein GENE2772",-0.1591,0.2819,0.123488,0.6495,0.9084,3,4,FALSE,FALSE,FALSE
"GENE1583","GENE1583_HUMAN","P65208","Protein GENE1583",0.4417,1,0.754967,0,0.1221,3,2,FALSE,TRUE,FALSE
"GENE0579","GENE0579_HUMAN","P70095","Protein GENE0579",-0.2283,1,0.462357,0,0.335,4,5,FALSE,FALSE,FALSE
"GENE0229","GENE0229_HUMAN","P24907","Protein GENE0229",-0.2735,0.224554,0.10487,0.4544,0.9793,3,3,TRUE,FALSE,FALSE
"GENE2048","GENE2048_HUMAN","P57150","Protein GENE2048",0.1894,1,0.852379,0,0.0694,4,6,FALSE,FALSE,FALSE
"GENE2207","GENE2207_HUMAN","P79835","Protein GENE2207",-0.0363,0.626744,0.21261,0.2579,0.6724,6,5,TRUE,FALSE,FALSE
"GENE0035","GENE0035_HUMAN","P98869","Protein GENE0035",0.1974,1,0.702254,0,0.1535,3,4,FALSE,FALSE,FALSE
"GENE2112","GENE2112_HUMAN","P17037","Protein GENE2112",0.1962,1,0.254531,0.096,0.5943,5,3,FALSE,TRUE,FALSE
"GENE2447","GENE2447_HUMAN","P37558","Protein GENE2447",-0.0712,1,0.492782,0,0.3073,5,2,FALSE,FALSE,FALSE
"GENE0945","GENE0945_HUMAN","P19439","Protein GENE0945",-0.5426,0.850452,0.344857,0,0.4624,4,3,FALSE,FALSE,FALSE
"GENE1095","GENE1095_HUMAN","P58812","Protein GENE1095",-0.1467,1,0.909597,0,0.0412,2,5,FALSE,FALSE,FALSE
"GENE2587","GENE2587_HUMAN","P77152","Protein GENE2587",-0.2768,1,0.992966,0,0.0031,3,4,FALSE,FALSE,FALSE
"GENE2329","GENE2329_HUMAN","P42899","Protein GENE2329",-0.6095,1,0.767638,0,0.1148,5,4,FALSE,FALSE,FALSE
"GENE1917","GENE1917_HUMAN","P27576","Protein GENE1917",-0.5522,1,0.443894,0,0.3527,5,5,TRUE,FALSE,FALSE
"GENE1753","GENE1753_HUMAN","P46730","Protein GENE1753",-0.7024,1,0.411806,0,0.3853,6,3,FALSE,FALSE,FALSE
"GENE0779","GENE0779_HUMAN","P85462","Protein GENE0779",-0.156,1,0.347799,0,0.4587,3,2,FALSE,FALSE,FALSE
"GENE2601","GENE2601_HUMAN","P26172","Protein GENE2601",2.3598,0.101014,0.046616,0.7059,1.3315,4,4,FALSE,FALSE,TRUE
"GENE2295","GENE2295_HUMAN","P45522","Protein GENE2295",0.1271,0.707683,0.170852,0.4043,0.7674,2,3,FALSE,FALSE,FALSE
"GENE0019","GENE0019_HUMAN","P52050","Protein GENE0019",0.1334,1,0.837,0,0.0773,6,3,FALSE,FALSE,FALSE
"MED1","MED1_HUMAN","P64699","Protein MED1",1.7818,0.010319,0.007274,1.5019,2.1382,4,3,FALSE,FALSE,TRUE
"GENE1508","GENE1508_HUMAN","P27143","Protein GENE1508",-0.4737,1,0.960459,0,0.0175,2,6,FALSE,TRUE,FALSE
"GENE2313","GENE2313_HUMAN","P83489","Protein GENE2313",0.195,1,0.625499,0,0.2038,4,4,FALSE,FALSE,FALSE
"GENE2877","GENE2877_HUMAN","P45405","Protein GENE2877",-0.1388,0.339136,0.134021,0.4245,0.8728,3,5,FALSE,FALSE,FALSE
"GENE2483","GENE2483_HUMAN","P77249","Protein GENE2483",0.1132,1,0.431299,0,0.3652,4,3,TRUE,FALSE,FALSE
"GENE2014","GENE2014_HUMAN","P97505","Protein GENE2014",-0.3989,0.390509,0.213567,0.0288,0.6705,3,3,FALSE,FALSE,FALSE
"GENE1655","GENE1655_HUMAN","P10661","Protein GENE1655",-0.0343,0.579788,0.160371,0.1598,0.7949,5,4,FALSE,FALSE,FALSE
"GENE1412","GENE1412_HUMAN","P59536","Protein GENE1412",0.6558,1,0.555993,0,0.2549,3,5,FALSE,FALSE,FALSE
"GENE2104","GENE2104_HUMAN","P62888","Protein GENE2104",0.4803,0.113168,0.065447,0.6128,1.1841,3,6,FALSE,FALSE,FALSE
"GENE0277","GENE0277_HUMAN","P73212","Protein GENE0277",-0.1977,1,0.940785,0,0.0265,2,4,FALSE,FALSE,FALSE
"GENE2457","GENE2457_HUMAN","P23515","Protein GENE2457",0.1303,1,0.948488,0,0.023,5,5,FALSE,FALSE,FALSE
"GENE2616","GENE2616_HUMAN","P84186","Protein GENE2616",0.0982,0.269432,0.144603,0.1537,0.8398,3,6,FALSE,FALSE,FALSE
"GENE2872","GENE2872_HUMAN","P57222","Protein GENE2872",-0.0898,0.410457,0.387935,0,0.4112,2,5,FALSE,FALSE,FALSE
"GENE0712","GENE0712_HUMAN","P91467","Protein GENE0712",-0.2967,0.633439,0.236631,0.5475,0.6259,3,3,FALSE,FALSE,FALSE
"DHX36","DHX36_HUMAN","P70910","Protein DHX36",-0.6934,1,0.957469,0,0.0189,3,6,FALSE,FALSE,FALSE
"GENE2019","GENE2019_HUMAN","P91542","Protein GENE2019",0.3324,1,0.726077,0,0.139,5,4,FALSE,FALSE,FALSE
"GENE2719","GENE2719_HUMAN","P26382","Protein GENE2719",0.2062,1,0.78732,0,0.1038,4,6,FALSE,FALSE,FALSE
"GENE1481","GENE1481_HUMAN","P62464","Protein GENE1481",0.2234,0.988883,0.371049,0,0.4306,5,4,FALSE,FALSE,FALSE
"GENE2815","GENE2815_HUMAN","P27115","Protein GENE2815",0.1026,1,0.993164,0,0.003,2,5,TRUE,FALSE,FALSE
"GENE1615","GENE1615_HUMAN","P58494","Protein GENE1615",-0.2759,0.531126,0.111741,0.5453,0.9518,3,5,FALSE,FALSE,FALSE
"GENE0968","GENE0968_HUMAN","P47403","Protein GENE0968",-0.3289,0.174377,0.094369,0.5282,1.0252,3,3,TRUE,FALSE,FALSE
"GENE0766","GENE0766_HUMAN","P22292","Protein GENE0766",0.227,1,0.679225,0,0.168,4,5,FALSE,FALSE,FALSE
"GENE2241","GENE2241_HUMAN","P15874","Protein GENE2241",0.5228,1,0.627928,0,0.2021,4,4,FALSE,FALSE,FALSE
"GENE1802","GENE1802_HUMAN","P40039","Protein GENE1802",-0.168,0.98721,0.966186,0,0.0149,6,2,FALSE,FALSE,FALSE
"GENE1745","GENE1745_HUMAN","P75550","Protein GENE1745",0.53,1,0.951827,0,0.0214,6,6,FALSE,FALSE,FALSE
